survey_type,province,city,county,gender,birth,nationality,religion,religion_freq,edu,edu_status,edu_yr,income,political,join_party,floor_area,property,height_cm,weight_jin,health,health_problem,depression,hukou,hukou_loc,media_1,media_2,media_3,media_4,media_5,media_6,leisure_1,leisure_2,leisure_3,leisure_4,leisure_5,leisure_6,leisure_7,leisure_8,leisure_9,leisure_10,leisure_11,leisure_12,socialize,relax,learn,social_neighbor,social_friend,socia_outing,equity,class,class_10_before,class_10_after,class_14,work_exper,work_status,work_yr,work_type,work_manage,insur_1,insur_2,insur_3,insur_4,family_income,family_m,family_status,house,car,invest,son,daughter,minor_child,marital,marital_1st,s_birth,marital_now,s_edu,s_political,s_hukou,s_income,s_work_exper,s_work_status,s_work_type,f_birth,f_edu,f_political,f_work_14,m_birth,m_edu,m_political,m_work_14,status_peer,status_3_before,view,inc_ability,inc_exp,trust_1,trust_2,trust_3,trust_4,trust_5,trust_6,trust_7,trust_8,trust_9,trust_10,trust_11,trust_12,trust_13,neighbor_familiarity,public_service_1,public_service_2,public_service_3,public_service_4,public_service_5,public_service_6,public_service_7,public_service_8,public_service_9,weekday,year,quarter,hour,month,hour_cut,survey_age
1,1,1,7,1,1954,1,1,1,4,4.0,-2.0,40800,1,0,41.0,2,170,123,4,4,4,2,2.0,3,2,2,4,1,1,1,5,5,2,5,5,5,5,5,5,5,5,3,2,1,2.0,2.0,1,4,8,7,8,6,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,40800.0,1,2,2,2,2,1,0,0.0,3,1982.0,1957.0,1982.0,4.0,1.0,2.0,-2.0,5.0,-1.0,-1.0,-2,1,1,1,-3,1,1,15,2,2,3,3,80000.0,3,2,2,1,3,2,1,3,1,2,1,3,1,4,70,60.0,50,70,50.0,60,70,50,80,0,2015,3,16,9,4,61
2,3,6,13,1,1953,1,1,1,14,2.0,1965.0,600,1,0,45.0,6,175,115,4,4,3,1,1.0,1,1,1,5,1,3,1,5,5,5,5,4,4,5,5,5,5,5,2,2,1,3.0,7.0,2,1,6,5,1,3,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,600.0,2,1,1,2,2,1,1,0.0,3,1972.0,1953.0,1972.0,14.0,1.0,1.0,0.0,3.0,-1.0,-1.0,1932,1,1,2,1936,1,1,2,3,3,2,3,10000.0,3,3,5,3,3,3,3,5,3,3,3,3,3,5,100,100.0,100,100,100.0,100,30,100,50,4,2015,3,7,9,1,62
1,27,78,118,2,1978,1,1,1,12,4.0,2004.0,36000,1,0,120.0,6,174,140,3,5,3,2,2.0,1,1,1,1,5,3,5,3,2,5,5,3,3,5,5,5,5,1,2,5,1,7.0,5.0,1,1,3,5,4,5,1,3.0,10.0,1.0,3.0,1,1,2,2,125000.0,4,2,1,1,2,1,0,1.0,3,2005.0,1977.0,2005.0,10.0,1.0,2.0,36000.0,1.0,3.0,1.0,1950,10,4,1,1953,4,1,15,3,3,5,3,150000.0,4,2,-8,-8,4,4,3,4,2,3,3,3,1,3,70,50.0,60,80,60.0,70,80,85,80,6,2015,3,12,8,3,37
1,21,63,99,1,1968,1,1,1,4,4.0,-2.0,100000,1,0,80.0,256,175,150,5,5,5,1,3.0,1,1,1,1,1,1,5,5,4,5,5,5,5,5,5,5,5,5,1,3,1,-1.0,-1.0,3,3,3,1,4,5,1,2.0,15.0,1.0,4.0,2,2,2,2,100000.0,2,2,2,2,2,1,1,0.0,3,1990.0,1969.0,1990.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,1940,3,1,2,1940,1,1,2,2,1,4,3,80000.0,5,5,5,4,4,3,3,3,4,-8,-8,-8,3,5,70,50.0,70,60,60.0,60,60,50,60,3,2015,3,10,7,2,47
2,26,74,114,2,1976,1,1,1,4,4.0,-2.0,0,1,0,600.0,4,160,130,5,5,4,1,1.0,2,2,1,5,5,3,1,4,3,4,4,4,3,4,4,5,5,1,3,4,1,3.0,5.0,3,2,4,2,6,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-3.0,4,3,1,1,2,1,0,1.0,3,2002.0,1975.0,2002.0,4.0,1.0,1.0,-3.0,3.0,-1.0,-1.0,1955,4,1,2,1953,4,1,2,2,2,3,3,40000.0,4,2,2,2,5,2,1,4,2,2,2,2,1,4,70,50.0,50,60,70.0,80,90,60,70,5,2015,3,20,8,5,39
1,18,55,89,2,1945,1,1,1,1,-1.0,-1.0,0,1,0,80.0,10,160,114,2,4,2,1,1.0,1,1,1,2,1,1,1,5,2,3,4,4,4,5,5,5,5,5,3,2,2,2.0,2.0,1,4,5,5,5,4,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,-2.0,1,3,1,2,2,1,0,0.0,3,1973.0,1945.0,1973.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,3,2,-2.0,4,4,4,3,4,4,4,4,4,4,4,4,2,4,60,60.0,70,60,60.0,60,60,60,70,5,2015,3,11,7,2,70
2,29,82,124,1,1953,1,1,1,1,-1.0,-1.0,8000,1,0,60.0,2,173,130,3,3,3,1,1.0,1,1,1,4,1,1,2,5,4,5,5,4,4,5,5,5,5,5,3,1,1,3.0,5.0,1,3,3,2,2,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,8000.0,1,2,1,2,2,0,0,0.0,7,1975.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,-8,3,2,4,2,-2.0,4,4,4,3,4,3,2,3,3,2,2,4,2,4,65,65.0,65,65,65.0,65,65,65,65,4,2015,3,8,7,2,62
2,31,87,132,2,1969,1,1,1,3,2.0,-1.0,30000,1,0,18.0,4,160,130,3,2,3,1,1.0,1,1,1,3,1,1,1,5,4,5,5,4,4,5,5,5,5,5,1,5,1,-1.0,-1.0,1,3,1,1,2,3,2,-1.0,-1.0,-1.0,-1.0,2,2,2,2,30000.0,3,2,1,2,2,1,0,0.0,3,-2.0,1971.0,-2.0,4.0,1.0,1.0,30000.0,2.0,-1.0,-1.0,-2,-8,1,2,-2,-8,1,15,3,2,3,2,10000.0,5,5,-8,5,5,-8,4,-8,4,-8,-8,-8,1,5,80,80.0,90,100,90.0,100,100,100,50,4,2015,3,9,8,2,46
1,1,1,4,1,1971,1,1,1,6,4.0,1992.0,26400,1,0,78.7,2,172,140,4,4,4,2,1.0,3,3,3,3,3,3,1,4,4,4,4,4,4,4,4,4,5,3,3,3,3,4.0,4.0,1,4,5,5,5,5,1,4.0,20.0,1.0,3.0,1,1,2,2,150000.0,5,3,2,2,2,1,1,1.0,4,1996.0,1973.0,2008.0,6.0,1.0,1.0,60000.0,1.0,3.0,1.0,1942,4,1,1,1947,7,1,1,3,2,3,3,50000.0,4,4,4,5,4,4,5,5,3,5,-8,4,3,4,85,50.0,59,75,70.0,60,60,60,60,3,2015,3,9,8,2,44
1,21,61,97,2,1980,1,1,1,4,2.0,1994.0,35000,1,0,160.0,256,150,80,5,5,5,2,1.0,3,2,2,5,2,1,1,4,2,2,3,4,4,1,5,5,4,4,2,3,3,3.0,5.0,1,1,5,1,8,2,5,-1.0,-1.0,-1.0,-1.0,1,1,-1,-1,50000.0,3,3,1,2,2,1,0,1.0,3,2004.0,1977.0,2004.0,4.0,1.0,1.0,50000.0,1.0,2.0,2.0,1948,3,4,1,1950,1,1,2,2,1,4,2,100000.0,5,4,5,5,4,4,1,4,4,4,-8,4,1,4,80,80.0,80,80,80.0,80,80,90,90,6,2015,3,16,7,4,35
1,31,87,131,2,1940,1,1,1,1,-1.0,-1.0,0,1,0,50.0,4,160,90,2,3,4,1,1.0,1,1,3,5,1,1,1,5,5,5,4,4,4,4,4,5,4,5,2,2,2,3.0,7.0,1,2,1,1,1,1,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,2000.0,2,2,1,2,2,1,1,0.0,3,1965.0,1940.0,1965.0,1.0,1.0,1.0,2000.0,3.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,5,2,10000.0,5,4,3,3,4,3,3,3,3,3,3,3,1,4,50,50.0,50,50,50.0,50,0,50,50,2,2015,3,13,8,3,75
2,18,52,85,1,1944,1,1,1,3,2.0,-1.0,12000,4,1,130.0,6,172,120,5,5,5,1,1.0,3,2,1,3,1,1,1,5,5,3,5,4,4,4,5,5,5,5,4,2,2,1.0,2.0,1,4,3,3,3,2,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,40000.0,3,2,1,2,2,1,3,0.0,3,1967.0,1944.0,1967.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,1,4,2,20000.0,5,4,5,5,5,-8,-8,-8,3,-8,-8,-8,3,5,60,60.0,60,60,60.0,60,60,60,60,1,2015,3,10,7,2,71
2,29,84,127,1,1953,1,1,1,4,4.0,1970.0,50000,1,0,200.0,2,170,130,2,2,2,1,1.0,1,1,3,5,1,1,1,5,3,5,5,4,5,1,1,5,5,5,3,3,5,2.0,7.0,4,2,10,1,10,2,1,5.0,15.0,2.0,3.0,1,1,2,2,10000.0,2,2,1,2,2,5,0,0.0,3,1980.0,1955.0,1980.0,1.0,1.0,1.0,5000.0,5.0,-1.0,-1.0,1920,1,1,2,1926,1,1,15,2,2,2,2,-2.0,4,4,5,3,5,3,3,5,5,-8,-8,-8,1,5,100,90.0,100,90,50.0,100,100,100,100,5,2015,3,8,7,2,62
2,10,28,51,1,1988,1,1,1,4,4.0,2004.0,100000,1,0,120.0,2,178,180,4,4,4,1,1.0,3,2,1,4,5,4,2,3,3,4,5,5,2,2,5,5,5,1,3,5,5,2.0,2.0,3,4,5,4,5,4,1,1.0,5.0,1.0,1.0,1,1,2,2,600000.0,4,3,2,1,4,0,0,0.0,3,2012.0,1989.0,2012.0,7.0,1.0,1.0,-1.0,6.0,-1.0,-1.0,1961,3,1,2,1963,7,1,1,2,2,4,2,1000000.0,3,4,3,3,4,4,2,3,3,3,5,5,1,2,80,80.0,70,80,80.0,60,80,80,80,2,2015,3,13,7,3,27
1,19,57,92,1,1958,1,1,1,6,4.0,-3.0,0,1,0,60.0,256,160,120,4,4,4,1,1.0,2,2,1,4,4,2,4,5,5,5,4,4,3,4,4,5,5,3,3,2,1,3.0,3.0,1,4,6,5,7,5,1,1.0,-2.0,1.0,1.0,1,1,2,2,150000.0,4,3,1,1,2,1,0,0.0,3,1983.0,1963.0,1983.0,6.0,1.0,1.0,-2.0,5.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,1,3,2,100000.0,4,4,3,3,4,4,4,4,4,-8,-8,-8,2,3,80,85.0,90,90,80.0,85,90,95,95,3,2015,3,16,7,4,57
2,18,52,86,2,1968,1,1,2,3,4.0,-2.0,10000,1,0,400.0,2,160,110,2,2,4,1,2.0,2,2,2,4,1,1,1,5,5,4,5,4,5,5,1,5,3,5,4,4,3,1.0,7.0,2,4,5,3,8,2,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,40000.0,3,3,1,2,2,1,2,1.0,3,1991.0,1970.0,1991.0,4.0,1.0,1.0,30000.0,1.0,5.0,1.0,-3,4,1,2,1938,1,1,2,2,1,4,3,200000.0,5,4,4,3,5,4,3,4,4,3,-8,4,3,5,70,60.0,50,70,60.0,80,70,50,40,5,2015,3,15,7,4,47
1,9,22,44,1,1967,1,1,1,3,4.0,1979.0,10000,1,0,40.0,256,165,110,3,3,3,1,2.0,1,1,1,4,1,1,2,5,4,5,5,3,3,5,5,5,5,5,3,4,1,2.0,2.0,3,2,5,3,6,3,1,8.0,30.0,2.0,3.0,1,2,2,2,10000.0,3,2,-1,2,2,1,0,1.0,3,1999.0,1968.0,1999.0,1.0,1.0,1.0,0.0,6.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,3,4,2,3000.0,5,5,5,4,5,4,3,4,4,3,3,3,3,4,80,80.0,70,80,80.0,80,70,80,70,1,2015,3,10,7,2,48
1,1,1,8,1,1951,1,1,3,9,4.0,1984.0,100800,4,1,53.0,4,175,157,4,4,4,2,1.0,4,4,3,4,4,4,1,2,3,1,3,3,3,2,2,4,4,1,4,4,4,2.0,3.0,4,4,7,8,7,4,5,-1.0,-1.0,-1.0,-1.0,1,1,2,1,163200.0,2,4,2,2,4,1,0,0.0,3,1986.0,1953.0,1986.0,9.0,4.0,2.0,64240.0,5.0,-1.0,-1.0,1916,4,1,1,1926,3,1,1,1,3,4,2,10000.0,5,5,5,5,5,5,3,5,5,4,4,5,1,4,80,70.0,70,75,80.0,70,80,80,80,1,2015,3,8,9,2,64
2,31,87,130,2,1990,1,1,1,4,4.0,-2.0,0,1,0,40.0,6,165,140,4,3,4,1,1.0,1,1,1,4,3,3,1,5,2,5,5,4,4,3,5,5,5,2,3,4,1,2.0,3.0,1,4,5,5,6,3,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,0.0,3,3,1,2,2,0,1,1.0,3,2009.0,1983.0,2009.0,4.0,1.0,1.0,40000.0,1.0,3.0,1.0,1963,1,1,2,1968,1,1,2,2,1,4,2,30000.0,4,4,4,3,5,3,2,3,3,3,3,4,3,4,60,80.0,60,70,70.0,60,80,50,80,6,2015,3,10,8,2,25
1,4,7,19,1,1983,1,1,1,12,1.0,2005.0,48000,1,0,90.0,16,176,110,5,5,3,5,2.0,5,2,3,5,5,1,1,4,4,1,4,2,2,1,4,5,5,1,4,5,5,7.0,2.0,1,4,6,5,8,9,1,4.0,14.0,1.0,2.0,1,1,1,2,80000.0,5,3,3,1,2,0,1,1.0,3,2009.0,1983.0,2009.0,9.0,1.0,5.0,32000.0,1.0,3.0,1.0,1957,11,4,1,1957,11,4,1,2,1,4,2,70000.0,4,4,-8,-8,5,5,4,5,5,4,-8,5,4,3,85,85.0,70,80,90.0,90,90,85,95,4,2015,4,17,10,4,32
2,9,23,45,1,1956,1,1,1,6,4.0,1974.0,20000,1,0,240.0,2,165,120,5,5,4,1,1.0,1,1,1,4,1,1,2,5,4,5,5,4,4,5,5,5,5,5,2,2,2,6.0,6.0,1,3,6,4,7,3,1,3.0,27.0,1.0,3.0,2,1,2,2,50000.0,2,3,1,2,2,2,2,0.0,3,1988.0,1956.0,1988.0,3.0,1.0,1.0,30000.0,1.0,3.0,1.0,-2,3,1,2,-2,3,1,2,2,1,4,2,30000.0,1,1,2,2,1,3,5,2,2,3,3,3,1,4,60,60.0,60,50,60.0,50,50,60,40,4,2015,3,14,7,4,59
1,12,33,62,2,1930,1,1,1,3,3.0,-1.0,0,1,0,100.0,2,157,140,2,2,3,1,1.0,1,1,2,3,1,1,2,5,5,5,5,3,3,5,5,5,5,5,3,2,1,2.0,2.0,1,3,5,4,6,3,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,-2.0,1,3,2,2,2,4,3,0.0,7,1951.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,3,1,2,-2,1,1,2,2,2,3,2,-2.0,3,3,3,3,5,-8,3,4,3,-8,-8,-8,2,5,80,-2.0,-2,65,70.0,65,65,-2,-2,4,2015,3,14,8,4,85
1,4,7,19,2,1983,3,1,1,12,4.0,2006.0,70000,1,0,60.0,32,160,104,3,5,4,2,3.0,2,2,2,4,5,2,2,4,3,3,4,4,4,4,4,4,3,1,3,4,3,6.0,4.0,3,3,4,4,5,4,1,3.0,9.0,1.0,2.0,1,1,2,2,150000.0,3,3,1,1,2,1,0,1.0,3,2009.0,1982.0,2009.0,12.0,4.0,2.0,80000.0,1.0,3.0,1.0,1958,4,1,1,1957,6,1,1,3,2,4,2,180000.0,4,4,-8,-8,5,4,3,3,3,3,-8,3,3,3,60,65.0,40,60,65.0,60,-2,70,70,6,2015,4,16,10,4,32
1,30,85,128,2,1962,1,1,1,4,4.0,1978.0,22800,2,0,42.8,128,162,130,4,4,3,2,1.0,5,3,4,5,3,1,1,5,3,2,3,3,4,1,1,3,4,1,2,3,3,7.0,6.0,6,1,6,1,5,1,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,46800.0,2,2,1,2,2,1,0,0.0,3,1985.0,1963.0,1985.0,6.0,2.0,2.0,24000.0,5.0,-1.0,-1.0,1933,3,2,1,1937,1,1,1,2,2,3,2,30000.0,1,1,2,2,4,2,1,2,1,1,1,1,1,2,0,0.0,0,0,0.0,0,0,100,50,4,2015,4,18,10,5,53
2,18,54,88,1,1953,1,0,8,4,4.0,1972.0,0,4,1,50.0,2,175,130,2,2,4,1,1.0,1,1,1,5,1,1,1,4,3,1,5,4,4,4,4,5,5,5,2,3,2,3.0,3.0,2,4,6,5,7,4,4,-1.0,-1.0,-1.0,-1.0,1,1,2,2,1500.0,2,3,1,2,2,2,0,0.0,3,1977.0,1954.0,1977.0,3.0,1.0,1.0,0.0,4.0,-1.0,-1.0,1929,-8,1,2,1939,1,1,2,2,1,4,2,3000.0,5,4,4,4,5,5,3,4,4,3,5,4,2,1,80,85.0,80,80,80.0,79,83,70,87,6,2015,3,14,7,4,62
1,12,32,57,2,1970,1,1,1,4,4.0,1985.0,0,1,0,97.0,6,160,138,4,5,5,1,1.0,2,2,2,3,2,2,1,5,4,4,5,4,5,5,5,5,5,4,2,4,1,6.0,6.0,4,1,5,2,7,1,4,-1.0,-1.0,-1.0,-1.0,1,2,1,2,200000.0,4,3,2,1,2,0,2,1.0,3,1989.0,1970.0,1989.0,6.0,1.0,1.0,-1.0,1.0,1.0,1.0,-2,3,1,2,-2,3,1,2,2,1,2,2,-2.0,4,3,-8,-8,5,4,2,4,2,-8,-8,-8,1,4,60,50.0,50,60,50.0,50,60,60,60,4,2015,3,16,7,4,45
2,6,13,29,2,1924,1,1,1,1,-1.0,-1.0,0,1,0,200.0,8,152,88,4,4,3,1,1.0,1,1,1,2,1,1,3,5,5,5,5,5,5,5,5,5,5,5,2,4,1,6.0,5.0,1,3,6,5,7,4,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,10000.0,3,2,1,2,2,1,0,0.0,7,1944.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,-8,2,-2,1,-8,2,2,2,3,2,20000.0,2,3,2,3,4,-8,1,-8,2,3,-8,-8,1,3,80,90.0,85,80,90.0,80,70,80,90,3,2015,3,8,8,2,91
2,10,24,46,2,1942,1,1,1,1,-1.0,-1.0,0,1,0,40.0,2,150,80,3,2,3,1,1.0,1,1,1,4,1,1,2,5,5,5,5,5,5,5,5,5,4,5,4,4,1,2.0,3.0,1,4,2,3,2,2,3,-1.0,-1.0,-1.0,-1.0,1,2,2,2,0.0,1,2,1,2,2,1,2,0.0,7,1967.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,3,2,5,4,3000.0,3,3,3,3,3,3,3,3,3,2,2,2,1,4,80,80.0,80,80,80.0,80,70,80,80,6,2015,3,15,7,4,73
2,6,17,33,1,1960,1,1,1,3,2.0,-1.0,3360,1,0,70.0,2,162,108,2,3,4,1,1.0,1,1,1,4,1,1,1,5,5,5,5,4,5,5,5,5,5,5,4,4,1,2.0,6.0,1,4,4,4,5,3,4,-1.0,-1.0,-1.0,-1.0,1,2,2,2,4800.0,2,2,1,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,1925,1,1,2,3,1,4,2,-2.0,5,4,5,5,5,-8,4,-8,4,-8,-8,-8,2,4,100,100.0,100,100,100.0,100,100,100,100,1,2015,3,13,8,3,55
1,12,34,63,2,1990,1,1,1,7,4.0,2006.0,36000,1,0,65.0,256,158,100,4,4,4,1,3.0,1,2,1,2,5,1,3,4,3,4,5,4,4,3,4,5,5,1,2,3,2,3.0,3.0,3,2,3,3,4,3,1,3.0,9.0,1.0,3.0,1,2,2,2,70000.0,2,2,0,2,2,0,0,0.0,3,2014.0,1992.0,2014.0,4.0,1.0,1.0,32000.0,1.0,3.0,1.0,1966,3,1,2,1966,3,1,2,3,2,4,2,100000.0,4,3,3,3,4,4,3,4,4,3,3,4,3,2,70,70.0,60,60,70.0,70,70,70,70,5,2015,3,9,8,2,25
1,1,1,3,1,1989,1,1,1,12,4.0,2011.0,80000,2,0,40.0,256,178,160,4,4,4,2,2.0,1,1,2,2,5,5,1,3,3,3,4,3,2,1,1,5,5,1,4,4,4,6.0,2.0,6,3,3,2,5,2,1,3.0,4.0,1.0,2.0,1,1,1,2,80000.0,2,3,-1,2,8,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1960,3,1,2,1960,3,1,2,2,1,4,3,120000.0,5,3,3,3,5,5,3,5,3,3,-8,5,3,2,50,50.0,30,70,60.0,50,30,60,60,5,2015,3,9,9,2,26
2,6,14,30,1,1944,1,1,1,3,4.0,1960.0,1000,1,0,90.0,2,165,120,1,2,3,1,1.0,1,1,1,2,1,1,3,5,3,5,5,4,4,3,5,5,5,5,2,4,1,3.0,3.0,1,4,2,2,2,2,3,-1.0,-1.0,-1.0,-1.0,1,1,2,2,30000.0,2,3,1,2,2,1,0,0.0,7,1987.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-2,1,1,2,-2,1,1,2,2,2,4,2,5000.0,4,3,4,4,4,3,2,3,3,3,3,3,2,5,60,80.0,60,80,70.0,80,70,70,70,2,2015,3,11,8,2,71
1,15,40,71,2,1973,1,1,1,11,4.0,2009.0,70000,1,0,126.0,2,156,112,2,3,3,2,1.0,2,4,3,4,5,4,2,4,4,2,4,3,3,2,3,5,5,1,3,4,3,4.0,3.0,1,4,5,5,6,5,1,3.0,23.0,1.0,2.0,1,1,2,2,70000.0,2,3,1,1,2,1,0,1.0,6,1998.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1947,3,4,1,1948,4,1,1,2,2,4,3,120000.0,5,4,5,4,5,5,4,4,3,5,3,5,3,3,80,80.0,80,85,90.0,85,90,90,90,6,2015,3,9,7,2,42
2,5,8,23,1,1994,1,1,1,7,4.0,2011.0,40000,1,0,105.0,256,177,125,5,5,4,2,3.0,2,2,1,3,5,2,2,3,3,3,4,4,3,2,2,5,5,1,4,4,3,7.0,3.0,6,4,6,5,7,5,1,3.0,4.0,1.0,3.0,1,2,2,2,40000.0,1,3,0,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1969,12,1,9,1869,7,1,9,2,2,3,2,100000.0,3,3,-8,-8,4,4,3,4,3,3,3,3,2,2,80,60.0,60,60,70.0,60,60,80,70,6,2015,3,14,8,4,21
1,2,5,12,1,1973,1,1,2,4,4.0,-2.0,0,1,0,70.0,2,170,150,3,4,4,1,1.0,2,2,2,4,2,2,1,5,3,4,5,3,3,4,4,5,5,5,4,3,2,2.0,2.0,3,4,4,4,5,3,1,2.0,5.0,1.0,4.0,1,2,2,2,-2.0,4,3,1,2,2,1,0,1.0,3,1999.0,1978.0,1999.0,4.0,1.0,1.0,-2.0,1.0,2.0,1.0,1945,-8,1,3,1945,1,1,2,2,2,3,3,-2.0,4,3,3,3,4,3,2,3,2,3,2,-8,1,4,80,70.0,80,80,75.0,80,70,70,80,2,2015,3,9,8,2,42
1,26,75,115,2,1975,1,1,1,5,4.0,1993.0,55000,1,0,83.0,4,155,94,3,3,4,2,1.0,4,2,3,4,5,1,1,4,2,3,5,3,3,2,3,3,5,1,4,4,2,2.0,2.0,2,3,3,2,5,2,1,3.0,20.0,1.0,3.0,1,2,2,2,90000.0,3,2,1,2,2,0,0,0.0,3,2000.0,1970.0,2000.0,8.0,1.0,2.0,50000.0,1.0,5.0,1.0,1950,1,1,2,1955,1,1,15,2,1,3,2,200000.0,4,4,4,4,4,4,4,4,3,3,3,4,2,2,70,50.0,30,40,40.0,50,30,30,40,2,2015,3,10,8,2,40
1,27,77,117,1,1954,1,1,1,4,2.0,1972.0,30000,1,0,28.0,2,175,150,4,3,2,5,2.0,1,1,3,5,1,1,1,5,4,5,5,4,5,4,1,5,5,5,2,5,1,6.0,6.0,6,2,3,4,2,7,5,-1.0,-1.0,-1.0,-1.0,1,1,2,2,30000.0,1,3,3,2,2,0,2,0.0,3,1976.0,1952.0,1976.0,4.0,1.0,4.0,9600.0,4.0,-1.0,-1.0,1922,2,1,1,1924,2,1,2,2,1,4,3,36000.0,1,1,4,4,1,1,1,3,1,1,1,4,1,3,50,70.0,55,50,30.0,70,45,20,0,1,2015,3,13,7,3,61
1,1,1,6,2,1983,1,1,1,12,4.0,2005.0,800000,4,1,92.0,4,168,116,5,5,4,2,1.0,2,2,3,4,5,2,3,4,4,3,4,4,3,2,2,4,4,1,4,4,4,7.0,5.0,4,3,5,5,5,5,1,3.0,11.0,1.0,2.0,1,1,2,1,180000.0,3,3,1,1,2,1,0,1.0,3,2007.0,1973.0,2007.0,13.0,1.0,2.0,100000.0,1.0,3.0,1.0,1957,6,1,1,1957,6,1,1,2,1,3,2,200000.0,4,4,4,4,4,4,3,4,3,3,4,4,3,2,70,70.0,70,70,70.0,70,70,70,70,0,2015,3,15,8,4,32
2,2,3,10,2,1976,4,0,3,6,4.0,1995.0,6000,1,0,300.0,4,160,102,4,5,3,1,1.0,1,1,1,5,5,5,1,5,3,5,5,3,3,1,2,5,3,2,2,4,2,6.0,6.0,2,3,5,1,7,1,1,5.0,20.0,2.0,3.0,1,2,2,2,50000.0,6,4,1,1,2,1,1,2.0,3,1997.0,1975.0,1997.0,4.0,1.0,1.0,40000.0,5.0,-1.0,-1.0,1923,2,4,2,1936,3,1,2,2,3,3,2,30000.0,4,4,4,4,4,4,3,3,3,3,3,3,2,5,60,60.0,90,70,60.0,70,90,90,90,5,2015,3,11,7,2,39
1,27,78,118,2,1993,1,1,1,6,4.0,2012.0,26400,1,0,18.0,256,160,100,4,3,2,1,3.0,1,1,1,4,5,1,1,3,3,4,4,5,2,1,4,5,5,1,4,3,2,7.0,2.0,2,4,3,2,3,2,1,3.0,3.0,1.0,3.0,2,2,2,2,26400.0,1,3,0,2,2,0,0,0.0,1,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1970,3,1,3,1972,3,1,3,2,2,3,2,100000.0,4,4,4,4,4,4,3,4,4,4,-8,4,3,3,70,70.0,60,60,70.0,70,70,70,70,3,2015,3,17,8,4,22
1,21,64,102,1,1967,1,1,1,6,4.0,-2.0,50000,1,0,35.0,256,178,176,5,5,4,4,1.0,2,2,1,5,5,3,1,5,3,4,5,4,4,5,5,5,5,1,2,2,2,3.0,2.0,3,1,5,1,5,1,1,3.0,29.0,1.0,3.0,1,1,2,2,90000.0,2,3,1,2,2,1,1,0.0,3,1988.0,1969.0,1988.0,4.0,1.0,4.0,36000.0,1.0,3.0,1.0,-2,1,1,1,-2,1,1,15,3,1,4,2,40000.0,4,4,4,4,3,3,3,3,3,-8,-8,-8,1,3,40,70.0,80,80,60.0,60,60,60,80,6,2015,3,11,7,2,48
1,29,82,124,2,1949,1,0,2,3,3.0,-1.0,1200,4,1,75.0,4,165,135,3,3,5,4,1.0,1,1,1,4,1,1,1,5,1,5,1,4,4,5,2,5,2,5,2,4,2,4.0,2.0,1,1,3,3,4,2,6,-1.0,-1.0,-1.0,-1.0,1,1,2,2,30000.0,3,3,1,2,2,2,0,0.0,3,1969.0,1947.0,1969.0,4.0,4.0,5.0,28000.0,1.0,4.0,1.0,-2,-8,-8,-8,-2,1,1,2,3,2,4,2,-2.0,3,3,3,3,4,3,2,4,3,2,-8,1,1,4,80,70.0,70,80,80.0,80,80,80,80,0,2015,3,9,7,2,66
